UF,Código do Município,Município,Dezembro/2023 - sem ajuste Admissões,Dezembro/2023 - sem ajuste Desligamentos,Dezembro/2023 - sem ajuste Saldos,Dezembro/2023 - sem ajuste Variação Relativa (%),Acumulado do Ano (2023) Admissões,Acumulado do Ano (2023) Desligamentos,Acumulado do Ano (2023) Saldos,Acumulado do Ano (2023) Variação Relativa (%)
RO,110001.0,Ro-Alta Floresta D Oeste,56.0,97.0,-41.0,-2.0438683948155534,1188.0,1156.0,32.0,1.6376663254861823
RO,110002.0,Ro-Ariquemes,583.0,675.0,-92.0,-0.5067753663104549,11642.0,11035.0,607.0,3.443971631205674
RO,110003.0,Ro-Cabixi,10.0,6.0,4.0,0.9009009009009009,193.0,190.0,3.0,0.6651884700665188
RO,110004.0,Ro-Cacoal,753.0,774.0,-21.0,-0.12190166598943519,11617.0,11153.0,464.0,2.7647023774057082
RO,110005.0,Ro-Cerejeiras,90.0,94.0,-4.0,-0.17086715079026057,1455.0,1328.0,127.0,5.746606334841629
RO,110006.0,Ro-Colorado do Oeste,47.0,54.0,-7.0,-0.358974358974359,928.0,970.0,-42.0,-2.1549512570549
RO,110007.0,Ro-Corumbiara,46.0,62.0,-16.0,-1.1816838995568686,1038.0,828.0,210.0,18.71657754010695
RO,110008.0,Ro-Costa Marques,12.0,19.0,-7.0,-1.2681159420289856,264.0,268.0,-4.0,-0.7259528130671506
RO,110009.0,Ro-Espigao D Oeste,164.0,228.0,-64.0,-1.3608335105251965,2957.0,2924.0,33.0,0.7205240174672489
RO,110010.0,Ro-Guajara-Mirim,101.0,219.0,-118.0,-3.320202588632527,1888.0,1565.0,323.0,10.231232182451695
RO,110011.0,Ro-Jaru,372.0,406.0,-34.0,-0.33533879080777196,5690.0,5065.0,625.0,6.58865696816361
RO,110012.0,Ro-Ji-Parana,1090.0,1188.0,-98.0,-0.34980011422044544,17727.0,16517.0,1210.0,4.51071761416589
RO,110013.0,Ro-Machadinho D Oeste,76.0,108.0,-32.0,-1.1619462599854757,1677.0,1619.0,58.0,2.1706586826347305
RO,110014.0,Ro-Nova Brasilandia D Oeste,47.0,53.0,-6.0,-0.39215686274509803,857.0,732.0,125.0,9.005763688760807
RO,110015.0,Ro-Ouro Preto do Oeste,203.0,161.0,42.0,0.8452404910444757,2878.0,2771.0,107.0,2.174354805933753
RO,110018.0,Ro-Pimenta Bueno,253.0,240.0,13.0,0.14066219433023155,4649.0,4377.0,272.0,3.02322996554407
RO,110020.0,Ro-Porto Velho,2878.0,4119.0,-1241.0,-1.3302462188206794,49927.0,46313.0,3614.0,4.083246712161612
RO,110025.0,Ro-Presidente Medici,81.0,122.0,-41.0,-1.696317749275962,1357.0,1237.0,120.0,5.338078291814947
RO,110026.0,Ro-Rio Crespo,12.0,10.0,2.0,0.315955766192733,357.0,299.0,58.0,10.069444444444445
RO,110028.0,Ro-Rolim de Moura,471.0,490.0,-19.0,-0.15390846496557312,7299.0,6349.0,950.0,8.317282437401506
RO,110029.0,Ro-Santa Luzia D Oeste,13.0,31.0,-18.0,-2.803738317757009,281.0,269.0,12.0,1.9933554817275747
RO,110030.0,Ro-Vilhena,1047.0,1137.0,-90.0,-0.3788038217096679,16571.0,15389.0,1182.0,5.243312780020405
RO,110032.0,Ro-Sao Miguel do Guapore,123.0,86.0,37.0,1.2896479609620077,1721.0,1536.0,185.0,6.80397204854726
RO,110033.0,Ro-Nova Mamore,42.0,53.0,-11.0,-0.8533747090768037,759.0,717.0,42.0,3.395311236863379
RO,110034.0,Ro-Alvorada D Oeste,20.0,21.0,-1.0,-0.13192612137203166,302.0,328.0,-26.0,-3.3121019108280256
RO,110037.0,Ro-Alto Alegre dos Parecis,15.0,39.0,-24.0,-3.418803418803419,365.0,371.0,-6.0,-0.8823529411764706
RO,110040.0,Ro-Alto Paraiso,26.0,66.0,-40.0,-3.7243947858473,576.0,602.0,-26.0,-2.4714828897338403
RO,110045.0,Ro-Buritis,112.0,116.0,-4.0,-0.1314060446780552,2078.0,1979.0,99.0,3.3468559837728193
RO,110050.0,Ro-Novo Horizonte do Oeste,14.0,13.0,1.0,0.19193857965451055,288.0,290.0,-2.0,-0.3861003861003861
RO,110060.0,Ro-Cacaulandia,14.0,19.0,-5.0,-1.6233766233766231,142.0,148.0,-6.0,-1.9607843137254901
RO,110070.0,Ro-Campo Novo de Rondonia,13.0,21.0,-8.0,-1.5355086372360844,238.0,243.0,-5.0,-0.9765625
RO,110080.0,Ro-Candeias do Jamari,92.0,69.0,23.0,1.1917098445595855,1316.0,1116.0,200.0,11.428571428571429
RO,110090.0,Ro-Castanheiras,4.0,3.0,1.0,0.38167938931297707,79.0,80.0,-1.0,-0.37735849056603776
RO,110092.0,Ro-Chupinguaia,66.0,104.0,-38.0,-1.489028213166144,1613.0,1539.0,74.0,3.0427631578947367
RO,110094.0,Ro-Cujubim,29.0,71.0,-42.0,-2.841677943166441,1080.0,1033.0,47.0,3.4256559766763846
RO,110100.0,Ro-Governador Jorge Teixeira,14.0,8.0,6.0,1.9417475728155338,158.0,153.0,5.0,1.6722408026755853
RO,110110.0,Ro-Itapua do Oeste,22.0,101.0,-79.0,-6.605351170568562,850.0,793.0,57.0,5.539358600583091
RO,110120.0,Ro-Ministro Andreazza,50.0,16.0,34.0,4.702627939142462,501.0,281.0,220.0,39.285714285714285
RO,110130.0,Ro-Mirante da Serra,19.0,19.0,0.0,0,380.0,422.0,-42.0,-4.259634888438134
RO,110140.0,Ro-Monte Negro,17.0,18.0,-1.0,-0.12468827930174563,366.0,380.0,-14.0,-1.7369727047146404
RO,110143.0,Ro-Nova Uniao,5.0,48.0,-43.0,-14.23841059602649,169.0,151.0,18.0,7.725321888412018
RO,110145.0,Ro-Parecis,12.0,29.0,-17.0,-3.171641791044776,228.0,246.0,-18.0,-3.364485981308411
RO,110146.0,Ro-Pimenteiras do Oeste,6.0,8.0,-2.0,-0.39370078740157477,257.0,314.0,-57.0,-10.288808664259928
RO,110147.0,Ro-Primavera da Rondonia,5.0,3.0,2.0,0.9615384615384616,146.0,83.0,63.0,41.72185430463576
RO,110148.0,Ro-Sao Felipe D Oeste,6.0,11.0,-5.0,-1.358695652173913,188.0,205.0,-17.0,-4.485488126649076
RO,110149.0,Ro-Sao Francisco do Guapore,37.0,54.0,-17.0,-1.2878787878787878,806.0,690.0,116.0,9.690893901420218
RO,110150.0,Ro-Seringueiras,18.0,23.0,-5.0,-0.7462686567164178,403.0,434.0,-31.0,-4.454022988505748
RO,110155.0,Ro-Teixeiropolis,8.0,5.0,3.0,1.1904761904761905,110.0,101.0,9.0,3.7815126050420167
RO,110160.0,Ro-Theobroma,12.0,7.0,5.0,0.5458515283842794,178.0,183.0,-5.0,-0.5458515283842794
RO,110170.0,Ro-Urupa,29.0,32.0,-3.0,-0.2862595419847328,524.0,541.0,-17.0,-1.6190476190476188
RO,110175.0,Ro-Vale do Anari,11.0,54.0,-43.0,-10.238095238095237,272.0,257.0,15.0,4.1551246537396125
RO,110180.0,Ro-Vale do Paraiso,5.0,47.0,-42.0,-9.502262443438914,219.0,240.0,-21.0,-4.929577464788732
AC,120001.0,Ac-Acrelandia,19.0,23.0,-4.0,-0.3956478733926805,498.0,519.0,-21.0,-2.066929133858268
AC,120005.0,Ac-Assis Brasil,7.0,4.0,3.0,1.2875536480686696,67.0,62.0,5.0,2.1459227467811157
AC,120010.0,Ac-Brasileia,78.0,97.0,-19.0,-0.9223300970873786,1263.0,1194.0,69.0,3.4954407294832825
AC,120013.0,Ac-Bujari,44.0,47.0,-3.0,-0.16901408450704225,900.0,966.0,-66.0,-3.6464088397790055
AC,120017.0,Ac-Capixaba,6.0,19.0,-13.0,-1.8624641833810889,154.0,158.0,-4.0,-0.5797101449275363
AC,120020.0,Ac-Cruzeiro do Sul,225.0,221.0,4.0,0.05480202767502398,3968.0,3915.0,53.0,0.7212847033206315
AC,120025.0,Ac-Epitaciolandia,52.0,35.0,17.0,0.7589285714285714,893.0,686.0,207.0,10.072992700729927
AC,120030.0,Ac-Feijo,25.0,41.0,-16.0,-0.9987515605493134,542.0,487.0,55.0,3.5121328224776502
AC,120032.0,Ac-Jordao,0.0,1.0,-1.0,-0.17035775127768313,182.0,213.0,-31.0,-5.040650406504065
AC,120033.0,Ac-Mancio Lima,12.0,2.0,10.0,3.4722222222222223,172.0,148.0,24.0,8.362369337979095
AC,120034.0,Ac-Manoel Urbano,8.0,33.0,-25.0,-7.48502994011976,250.0,191.0,59.0,23.88663967611336
AC,120035.0,Ac-Marechal Thaumaturgo,1.0,3.0,-2.0,-2.247191011235955,30.0,19.0,11.0,14.473684210526317
AC,120038.0,Ac-Placido de Castro,59.0,29.0,30.0,3.3821871476888385,965.0,861.0,104.0,13.248407643312103
AC,120039.0,Ac-Porto Walter,0.0,2.0,-2.0,-0.6578947368421052,9.0,17.0,-8.0,-2.572347266881029
AC,120040.0,Ac-Rio Branco,2707.0,2510.0,197.0,0.29264089842241303,35718.0,32096.0,3622.0,5.653280057438074
AC,120042.0,Ac-Rodrigues Alves,2.0,2.0,0.0,0,164.0,317.0,-153.0,-23.502304147465438
AC,120043.0,Ac-Santa Rosa do Purus,0.0,0.0,0.0,0,10.0,10.0,0.0,0
AC,120045.0,Ac-Senador Guiomard,90.0,47.0,43.0,1.8181818181818181,1483.0,1135.0,348.0,17.322050771528126
AC,120050.0,Ac-Sena Madureira,65.0,617.0,-552.0,-11.984368215371255,2068.0,2094.0,-26.0,-0.634765625
AC,120060.0,Ac-Tarauaca,36.0,27.0,9.0,0.7431874483897605,640.0,503.0,137.0,12.744186046511627
AC,120070.0,Ac-Xapuri,16.0,44.0,-28.0,-2.9850746268656714,402.0,336.0,66.0,7.6923076923076925
AC,120080.0,Ac-Porto Acre,9.0,21.0,-12.0,-1.8604651162790697,342.0,231.0,111.0,21.346153846153847
AM,130002.0,Am-Alvaraes,0.0,0.0,0.0,0,21.0,14.0,7.0,13.725490196078432
AM,130006.0,Am-Amatura,0.0,0.0,0.0,0,7.0,10.0,-3.0,-18.75
AM,130008.0,Am-Anama,0.0,0.0,0.0,0,0.0,5.0,-5.0,-29.411764705882355
AM,130010.0,Am-Anori,0.0,0.0,0.0,0,3.0,2.0,1.0,0.19083969465648853
AM,130014.0,Am-Apui,18.0,37.0,-19.0,-4.502369668246446,225.0,190.0,35.0,9.536784741144414
AM,130020.0,Am-Atalaia do Norte,0.0,0.0,0.0,0,8.0,9.0,-1.0,-1.282051282051282
AM,130030.0,Am-Autazes,9.0,50.0,-41.0,-11.988304093567251,194.0,195.0,-1.0,-0.33557046979865773
AM,130040.0,Am-Barcelos,20.0,3.0,17.0,8.854166666666668,95.0,82.0,13.0,6.532663316582915
AM,130050.0,Am-Barreirinha,0.0,5.0,-5.0,-0.5268703898840885,30.0,31.0,-1.0,-0.10570824524312897
AM,130060.0,Am-Benjamin Constant,13.0,6.0,7.0,2.8000000000000003,78.0,116.0,-38.0,-13.013698630136986
AM,130063.0,Am-Beruri,0.0,0.0,0.0,0,9.0,7.0,2.0,8.695652173913043
AM,130068.0,Am-Boa Vista do Ramos,1.0,0.0,1.0,1.0752688172043012,50.0,17.0,33.0,55.00000000000001
AM,130070.0,Am-Boca do Acre,9.0,320.0,-311.0,-19.80891719745223,593.0,863.0,-270.0,-17.810026385224276
AM,130080.0,Am-Borba,9.0,4.0,5.0,2.066115702479339,109.0,54.0,55.0,28.061224489795915
AM,130083.0,Am-Caapiranga,0.0,0.0,0.0,0,3.0,6.0,-3.0,-18.75
AM,130090.0,Am-Canutama,2.0,2.0,0.0,0,24.0,22.0,2.0,3.125
AM,130100.0,Am-Carauari,3.0,8.0,-5.0,-0.5393743257820928,69.0,68.0,1.0,0.10834236186348861
AM,130110.0,Am-Careiro,2.0,67.0,-65.0,-22.18430034129693,169.0,210.0,-41.0,-15.355805243445692
AM,130115.0,Am-Careiro da Varzea,4.0,2.0,2.0,5.128205128205128,39.0,23.0,16.0,50
AM,130120.0,Am-Coari,21.0,54.0,-33.0,-1.7713365539452495,638.0,550.0,88.0,5.131195335276968
AM,130130.0,Am-Codajas,2.0,5.0,-3.0,-1.7142857142857144,96.0,49.0,47.0,37.903225806451616
AM,130140.0,Am-Eirunepe,5.0,7.0,-2.0,-0.796812749003984,121.0,81.0,40.0,18.779342723004692
AM,130150.0,Am-Envira,0.0,2.0,-2.0,-2.197802197802198,27.0,13.0,14.0,17.94871794871795
AM,130160.0,Am-Fonte Boa,0.0,0.0,0.0,0,29.0,16.0,13.0,20.3125
AM,130165.0,Am-Guajara,1.0,2.0,-1.0,-1.0752688172043012,35.0,27.0,8.0,9.523809523809524
AM,130170.0,Am-Humaita,84.0,109.0,-25.0,-0.9992006394884092,1262.0,1297.0,-35.0,-1.383946223803875
AM,130180.0,Am-Ipixuna,1.0,1.0,0.0,0,11.0,5.0,6.0,18.181818181818183
AM,130185.0,Am-Iranduba,113.0,140.0,-27.0,-0.7477153143173636,2367.0,1510.0,857.0,30.76094759511845
AM,130190.0,Am-Itacoatiara,116.0,324.0,-208.0,-4.170008019246191,2343.0,2635.0,-292.0,-5.748031496062992
AM,130195.0,Am-Itamarati,0.0,0.0,0.0,0,3.0,4.0,-1.0,-1.7857142857142856
AM,130200.0,Am-Itapiranga,1.0,2.0,-1.0,-1.4705882352941175,24.0,28.0,-4.0,-5.405405405405405
AM,130210.0,Am-Japura,0.0,6.0,-6.0,-17.142857142857142,5.0,12.0,-7.0,-20.588235294117645
AM,130220.0,Am-Jurua,0.0,0.0,0.0,0,19.0,11.0,8.0,18.181818181818183
AM,130230.0,Am-Jutai,2.0,2.0,0.0,0,29.0,24.0,5.0,6.8493150684931505
AM,130240.0,Am-Labrea,21.0,27.0,-6.0,-0.6944444444444444,434.0,415.0,19.0,2.2485207100591715
AM,130250.0,Am-Manacapuru,83.0,109.0,-26.0,-0.7230255839822024,1840.0,1434.0,406.0,12.695434646654158
AM,130255.0,Am-Manaquiri,0.0,22.0,-22.0,-17.322834645669293,109.0,84.0,25.0,32.05128205128205
AM,130260.0,Am-Manaus,14480.0,16248.0,-1768.0,-0.39231436629469285,221077.0,202023.0,19054.0,4.407108179309675
AM,130270.0,Am-Manicore,37.0,89.0,-52.0,-3.0660377358490565,863.0,807.0,56.0,3.5759897828863343
AM,130280.0,Am-Maraa,1.0,1.0,0.0,0,8.0,17.0,-9.0,-22.5
AM,130290.0,Am-Maues,11.0,18.0,-7.0,-0.813953488372093,333.0,366.0,-33.0,-3.6748329621380846
AM,130300.0,Am-Nhamunda,0.0,1.0,-1.0,-0.9615384615384616,23.0,17.0,6.0,5.9405940594059405
AM,130310.0,Am-Nova Olinda do Norte,8.0,14.0,-6.0,-1.7543859649122806,140.0,110.0,30.0,9.67741935483871
AM,130320.0,Am-Novo Airao,2.0,10.0,-8.0,-0.922722029988466,149.0,119.0,30.0,3.631961259079903
AM,130330.0,Am-Novo Aripuana,7.0,16.0,-9.0,-4.205607476635514,130.0,140.0,-10.0,-4.545454545454546
AM,130340.0,Am-Parintins,140.0,136.0,4.0,0.107095046854083,2417.0,1809.0,608.0,19.197979160088412
AM,130350.0,Am-Pauini,0.0,13.0,-13.0,-23.636363636363637,26.0,19.0,7.0,20
AM,130353.0,Am-Presidente Figueiredo,32.0,144.0,-112.0,-3.018867924528302,1587.0,1536.0,51.0,1.519213583556747
AM,130356.0,Am-Rio Preto da Eva,21.0,45.0,-24.0,-1.8250950570342206,796.0,592.0,204.0,18.784530386740332
AM,130360.0,Am-Santa Isabel do Rio Negro,0.0,3.0,-3.0,-9.090909090909092,14.0,7.0,7.0,30.434782608695656
AM,130370.0,Am-Santo Antonio do Ica,6.0,3.0,3.0,1.171875,94.0,38.0,56.0,27.722772277227726
AM,130380.0,Am-Sao Gabriel da Cachoeira,19.0,15.0,4.0,0.6932409012131715,1065.0,1066.0,-1.0,-0.1718213058419244
AM,130390.0,Am-Sao Paulo de Olivenca,1.0,12.0,-11.0,-7.971014492753622,36.0,41.0,-5.0,-3.731343283582089
AM,130395.0,Am-Sao Sebastiao do Uatuma,1.0,5.0,-4.0,-4.395604395604396,52.0,34.0,18.0,27.27272727272727
AM,130400.0,Am-Silves,19.0,21.0,-2.0,-0.37523452157598497,479.0,82.0,397.0,246.58385093167703
AM,130406.0,Am-Tabatinga,43.0,53.0,-10.0,-0.261437908496732,2376.0,1881.0,495.0,14.833682948756369
AM,130410.0,Am-Tapaua,0.0,2.0,-2.0,-13.333333333333334,2.0,21.0,-19.0,-63.33333333333333
AM,130420.0,Am-Tefe,36.0,76.0,-40.0,-1.9851116625310175,736.0,698.0,38.0,2.0021074815595363
AM,130423.0,Am-Tonantins,3.0,1.0,2.0,0.4132231404958678,25.0,7.0,18.0,3.821656050955414
AM,130426.0,Am-Uarini,1.0,1.0,0.0,0,32.0,23.0,9.0,12
AM,130430.0,Am-Urucara,0.0,2.0,-2.0,-3.3333333333333335,12.0,30.0,-18.0,-23.684210526315788
AM,130440.0,Am-Urucurituba,3.0,2.0,1.0,1.2658227848101267,25.0,17.0,8.0,10.81081081081081
RR,140002.0,Rr-Amajari,7.0,15.0,-8.0,-2.572347266881029,300.0,243.0,57.0,22.00772200772201
RR,140005.0,Rr-Alto Alegre,20.0,20.0,0.0,0,275.0,234.0,41.0,11.884057971014492
RR,140010.0,Rr-Boa Vista,2359.0,3154.0,-795.0,-1.1620088868101028,41278.0,37717.0,3561.0,5.5174230334206165
RR,140015.0,Rr-Bonfim,20.0,29.0,-9.0,-1.214574898785425,399.0,257.0,142.0,23.825503355704697
RR,140017.0,Rr-Canta,31.0,65.0,-34.0,-3.903559127439724,920.0,661.0,259.0,44.96527777777778
RR,140020.0,Rr-Caracarai,22.0,21.0,1.0,0.08090614886731393,257.0,279.0,-22.0,-1.7432646592709984
RR,140023.0,Rr-Caroebe,2.0,7.0,-5.0,-4,98.0,126.0,-28.0,-18.421052631578945
RR,140028.0,Rr-Iracema,4.0,8.0,-4.0,-2.8368794326241136,141.0,83.0,58.0,73.41772151898735
RR,140030.0,Rr-Mucajai,26.0,18.0,8.0,1.3333333333333335,300.0,243.0,57.0,10.555555555555555
RR,140040.0,Rr-Normandia,2.0,2.0,0.0,0,45.0,43.0,2.0,0.4149377593360996
RR,140045.0,Rr-Pacaraima,7.0,11.0,-4.0,-0.28591851322373124,1481.0,936.0,545.0,62.35697940503433
RR,140047.0,Rr-Rorainopolis,60.0,65.0,-5.0,-0.363901018922853,957.0,866.0,91.0,7.131661442006269
RR,140050.0,Rr-Sao Joao da Baliza,47.0,46.0,1.0,0.08802816901408451,860.0,683.0,177.0,19.3020719738277
RR,140060.0,Rr-Sao Luiz,6.0,3.0,3.0,1.6853932584269662,146.0,126.0,20.0,12.121212121212121
RR,140070.0,Rr-Uiramuta,0.0,1.0,-1.0,-3.225806451612903,23.0,17.0,6.0,26.08695652173913
PA,150010.0,Pa-Abaetetuba,203.0,238.0,-35.0,-0.4927495424468535,2899.0,2470.0,429.0,6.447249774571687
PA,150013.0,Pa-Abel Figueiredo,2.0,8.0,-6.0,-1.791044776119403,128.0,169.0,-41.0,-10.761154855643044
PA,150020.0,Pa-Acara,42.0,128.0,-86.0,-3.0027932960893855,815.0,1048.0,-233.0,-7.717787346803577
PA,150030.0,Pa-Afua,2.0,9.0,-7.0,-2.0172910662824206,123.0,98.0,25.0,8.012820512820513
PA,150034.0,Pa-Agua Azul do Norte,139.0,120.0,19.0,0.644504748982361,1996.0,1394.0,602.0,24.87603305785124
PA,150040.0,Pa-Alenquer,23.0,17.0,6.0,0.796812749003984,344.0,249.0,95.0,14.200298953662182
PA,150050.0,Pa-Almeirim,12.0,55.0,-43.0,-2.4252679075014103,624.0,1031.0,-407.0,-19.511025886864815
PA,150060.0,Pa-Altamira,536.0,531.0,5.0,0.037045269319107954,7500.0,7034.0,466.0,3.5591537462766367
PA,150070.0,Pa-Anajas,6.0,4.0,2.0,1.3245033112582782,50.0,47.0,3.0,2.013422818791946
PA,150080.0,Pa-Ananindeua,1823.0,2188.0,-365.0,-0.5316901921368119,30526.0,27494.0,3032.0,4.6235722890647635
PA,150085.0,Pa-Anapu,31.0,52.0,-21.0,-1.3157894736842104,690.0,756.0,-66.0,-3.9927404718693285
PA,150090.0,Pa-Augusto Correa,13.0,6.0,7.0,0.47138047138047134,91.0,128.0,-37.0,-2.4214659685863875
PA,150095.0,Pa-Aurora do Para,10.0,17.0,-7.0,-1.4957264957264957,188.0,147.0,41.0,9.579439252336448
PA,150100.0,Pa-Aveiro,1.0,26.0,-25.0,-17.6056338028169,75.0,102.0,-27.0,-20.149253731343283
PA,150110.0,Pa-Bagre,3.0,0.0,3.0,3.296703296703297,33.0,31.0,2.0,2.1739130434782608
PA,150120.0,Pa-Baiao,14.0,9.0,5.0,1.8315018315018317,77.0,81.0,-4.0,-1.4285714285714286
PA,150125.0,Pa-Bannach,24.0,28.0,-4.0,-0.74487895716946,337.0,311.0,26.0,5.241935483870968
PA,150130.0,Pa-Barcarena,1149.0,1317.0,-168.0,-0.5834143631059869,17062.0,14176.0,2886.0,11.241819881583048
PA,150140.0,Pa-Belem,7439.0,8932.0,-1493.0,-0.5545547404587241,110619.0,100654.0,9965.0,3.847698331183925
PA,150145.0,Pa-Belterra,11.0,25.0,-14.0,-1.151315789473684,303.0,295.0,8.0,0.6722689075630253
PA,150150.0,Pa-Benevides,271.0,567.0,-296.0,-2.0957235910506937,5785.0,4859.0,926.0,7.210153390952271
PA,150157.0,Pa-Bom Jesus do Tocantins,31.0,33.0,-2.0,-0.3558718861209964,440.0,404.0,36.0,6.844106463878327
PA,150160.0,Pa-Bonito,11.0,32.0,-21.0,-1.2223515715948778,396.0,716.0,-320.0,-15.717092337917485
PA,150170.0,Pa-Braganca,121.0,254.0,-133.0,-2.147239263803681,2411.0,1879.0,532.0,9.496608354159228
PA,150172.0,Pa-Brasil Novo,54.0,28.0,26.0,1.9534184823441023,517.0,454.0,63.0,4.895104895104895
PA,150175.0,Pa-Brejo Grande do Araguaia,4.0,10.0,-6.0,-1.345291479820628,85.0,103.0,-18.0,-3.938730853391685
PA,150178.0,Pa-Breu Branco,69.0,83.0,-14.0,-0.5804311774461027,898.0,935.0,-37.0,-1.5195071868583163
PA,150180.0,Pa-Breves,79.0,83.0,-4.0,-0.13042060645582002,994.0,756.0,238.0,8.345021037868163
PA,150190.0,Pa-Bujaru,7.0,9.0,-2.0,-0.6211180124223602,149.0,127.0,22.0,7.38255033557047
PA,150195.0,Pa-Cachoeira do Piria,7.0,0.0,7.0,2.2435897435897436,39.0,27.0,12.0,3.908794788273615
PA,150200.0,Pa-Cachoeira do Arari,8.0,8.0,0.0,0,112.0,79.0,33.0,14.864864864864865
PA,150210.0,Pa-Cameta,44.0,57.0,-13.0,-0.5971520440973818,668.0,484.0,184.0,9.158785465405675
PA,150215.0,Pa-Canaa dos Carajas,1052.0,1272.0,-220.0,-0.8193363375665711,20823.0,14340.0,6483.0,32.02113997826731
PA,150220.0,Pa-Capanema,213.0,314.0,-101.0,-1.2009512485136742,2783.0,2542.0,241.0,2.9811974270163284
PA,150230.0,Pa-Capitao Poco,52.0,110.0,-58.0,-1.6576164618462417,1435.0,1205.0,230.0,7.0878274268104775
PA,150240.0,Pa-Castanhal,1005.0,1366.0,-361.0,-1.0611716981686705,14923.0,13309.0,1614.0,5.004961548002977
PA,150250.0,Pa-Chaves,4.0,6.0,-2.0,-0.7326007326007326,68.0,62.0,6.0,2.2641509433962264
PA,150260.0,Pa-Colares,3.0,0.0,3.0,3.3707865168539324,38.0,23.0,15.0,19.736842105263158
PA,150270.0,Pa-Conceicao do Araguaia,109.0,950.0,-841.0,-13.36830392624384,5489.0,5961.0,-472.0,-12.14929214929215
PA,150275.0,Pa-Concordia do Para,38.0,128.0,-90.0,-3.75,932.0,797.0,135.0,6.181318681318682
PA,150276.0,Pa-Cumaru do Norte,38.0,92.0,-54.0,-3.7422037422037424,1121.0,1164.0,-43.0,-3.0324400564174896
PA,150277.0,Pa-Curionopolis,50.0,67.0,-17.0,-0.5681818181818182,839.0,1095.0,-256.0,-7.94291033198883
PA,150280.0,Pa-Curralinho,0.0,0.0,0.0,0,13.0,12.0,1.0,1.5873015873015872
PA,150285.0,Pa-Curua,3.0,1.0,2.0,0.2528445006321113,19.0,18.0,1.0,0.12610340479192939
PA,150290.0,Pa-Curuca,16.0,28.0,-12.0,-1.9966722129783694,236.0,223.0,13.0,2.2336769759450172
PA,150293.0,Pa-Dom Eliseu,138.0,201.0,-63.0,-1.4767932489451476,2698.0,2441.0,257.0,6.5611437324483015
PA,150295.0,Pa-Eldorado dos Carajas,51.0,70.0,-19.0,-1.511535401750199,875.0,869.0,6.0,0.4815409309791332
PA,150300.0,Pa-Faro,0.0,1.0,-1.0,-2,36.0,36.0,0.0,0
PA,150304.0,Pa-Floresta do Araguaia,17.0,47.0,-30.0,-5.181347150259067,446.0,549.0,-103.0,-15.968992248062017
PA,150307.0,Pa-Garrafao do Norte,47.0,17.0,30.0,3.1645569620253164,428.0,244.0,184.0,22.46642246642247
PA,150309.0,Pa-Goianesia do Para,61.0,115.0,-54.0,-2.140309155766944,1065.0,1000.0,65.0,2.7230833682446587
PA,150310.0,Pa-Gurupa,0.0,0.0,0.0,0,22.0,23.0,-1.0,-0.09532888465204957
PA,150320.0,Pa-Igarape-Acu,42.0,56.0,-14.0,-0.775623268698061,701.0,517.0,184.0,11.138014527845035
PA,150330.0,Pa-Igarape-Miri,28.0,177.0,-149.0,-11.797307996832936,723.0,606.0,117.0,12.289915966386554
PA,150340.0,Pa-Inhangapi,3.0,16.0,-13.0,-1.8361581920903955,184.0,186.0,-2.0,-0.29940119760479045
PA,150345.0,Pa-Ipixuna do Para,59.0,71.0,-12.0,-1.0169491525423728,999.0,1187.0,-188.0,-13.593637020968908
PA,150350.0,Pa-Irituia,6.0,19.0,-13.0,-2.529182879377432,190.0,180.0,10.0,2.0366598778004072
PA,150360.0,Pa-Itaituba,446.0,582.0,-136.0,-0.8836332921837436,9771.0,7739.0,2032.0,15.550623708578861
PA,150370.0,Pa-Itupiranga,22.0,66.0,-44.0,-3.0513176144244105,790.0,684.0,106.0,8.307210031347962
PA,150375.0,Pa-Jacareacanga,24.0,29.0,-5.0,-1.1820330969267139,276.0,266.0,10.0,2.457002457002457
PA,150380.0,Pa-Jacunda,35.0,54.0,-19.0,-0.8574007220216607,1078.0,993.0,85.0,4.051477597712107
PA,150390.0,Pa-Juruti,66.0,283.0,-217.0,-5.559825775044837,1725.0,1895.0,-170.0,-4.528502930207779
PA,150400.0,Pa-Limoeiro do Ajuru,2.0,84.0,-82.0,-15.530303030303031,266.0,298.0,-32.0,-8.020050125313283
PA,150405.0,Pa-Mae do Rio,32.0,30.0,2.0,0.13377926421404682,584.0,439.0,145.0,10.788690476190476
PA,150410.0,Pa-Magalhaes Barata,0.0,0.0,0.0,0,14.0,3.0,11.0,30.555555555555557
PA,150420.0,Pa-Maraba,1597.0,2314.0,-717.0,-1.4261277746837457,30329.0,27381.0,2948.0,6.299279899143144
PA,150430.0,Pa-Maracana,8.0,6.0,2.0,0.5649717514124294,265.0,135.0,130.0,56.27705627705628
PA,150440.0,Pa-Marapanim,8.0,10.0,-2.0,-0.7299270072992701,106.0,111.0,-5.0,-1.7793594306049825
PA,150442.0,Pa-Marituba,267.0,315.0,-48.0,-0.36292151822168456,4917.0,5341.0,-424.0,-3.122238586156112
PA,150445.0,Pa-Medicilandia,18.0,132.0,-114.0,-13.194444444444445,533.0,560.0,-27.0,-3.590425531914894
PA,150450.0,Pa-Melgaco,2.0,2.0,0.0,0,45.0,29.0,16.0,15.09433962264151
PA,150460.0,Pa-Mocajuba,5.0,7.0,-2.0,-0.30257186081694404,267.0,175.0,92.0,16.05584642233857
