UF,Código do Município,Município,Dezembro/2023 - sem ajuste Admissões,Dezembro/2023 - sem ajuste Desligamentos,Dezembro/2023 - sem ajuste Saldos,Dezembro/2023 - sem ajuste Variação Relativa (%),Acumulado do Ano (2023) Admissões,Acumulado do Ano (2023) Desligamentos,Acumulado do Ano (2023) Saldos,Acumulado do Ano (2023) Variação Relativa (%)
PI,220430.0,Pi-Fronteiras,10.0,7.0,3.0,1.0273972602739725,127.0,126.0,1.0,0.33112582781456956
PI,220435.0,Pi-Geminiano,1.0,4.0,-3.0,-4,45.0,27.0,18.0,38.297872340425535
PI,220440.0,Pi-Gilbues,13.0,12.0,1.0,0.22471910112359553,143.0,118.0,25.0,5.813953488372093
PI,220450.0,Pi-Guadalupe,19.0,41.0,-22.0,-2.929427430093209,472.0,357.0,115.0,19.930675909878683
PI,220455.0,Pi-Guaribas,0.0,1.0,-1.0,-2.2222222222222223,2.0,5.0,-3.0,-6.382978723404255
PI,220460.0,Pi-Hugo Napoleao,1.0,0.0,1.0,2.7777777777777777,10.0,10.0,0.0,0
PI,220465.0,Pi-Ilha Grande,6.0,2.0,4.0,2.684563758389262,109.0,77.0,32.0,24.427480916030532
PI,220470.0,Pi-Inhuma,1.0,8.0,-7.0,-1.8181818181818181,92.0,82.0,10.0,2.73972602739726
PI,220480.0,Pi-Ipiranga do Piaui,1.0,2.0,-1.0,-0.8130081300813009,48.0,44.0,4.0,3.278688524590164
PI,220490.0,Pi-Isaias Coelho,2.0,0.0,2.0,1.342281879194631,41.0,30.0,11.0,7.6923076923076925
PI,220500.0,Pi-Itainopolis,4.0,2.0,2.0,1.3513513513513513,75.0,46.0,29.0,25.217391304347824
PI,220510.0,Pi-Itaueira,3.0,6.0,-3.0,-0.8450704225352111,422.0,281.0,141.0,63.51351351351351
PI,220515.0,Pi-Jacobina do Piaui,1.0,0.0,1.0,1.0526315789473684,26.0,21.0,5.0,5.4945054945054945
PI,220520.0,Pi-Jaicos,7.0,1.0,6.0,1.58311345646438,95.0,91.0,4.0,1.0526315789473684
PI,220525.0,Pi-Jardim do Mulato,0.0,0.0,0.0,0,3.0,6.0,-3.0,-14.285714285714285
PI,220527.0,Pi-Jatoba do Piaui,1.0,1.0,0.0,0,6.0,4.0,2.0,13.333333333333334
PI,220530.0,Pi-Jerumenha,6.0,46.0,-40.0,-16.528925619834713,144.0,121.0,23.0,11.386138613861387
PI,220535.0,Pi-Joao Costa,0.0,1.0,-1.0,-2.857142857142857,5.0,2.0,3.0,9.67741935483871
PI,220540.0,Pi-Joaquim Pires,0.0,8.0,-8.0,-3.5555555555555554,90.0,88.0,2.0,0.9615384615384616
PI,220545.0,Pi-Joca Marques,0.0,0.0,0.0,0,2.0,1.0,1.0,10
PI,220550.0,Pi-Jose de Freitas,21.0,42.0,-21.0,-1.1595803423522915,574.0,420.0,154.0,9.254807692307693
PI,220551.0,Pi-Juazeiro do Piaui,0.0,1.0,-1.0,-1.2345679012345678,25.0,22.0,3.0,3.896103896103896
PI,220552.0,Pi-Julio Borges,11.0,0.0,11.0,10.679611650485436,34.0,21.0,13.0,12.871287128712872
PI,220553.0,Pi-Jurema,0.0,0.0,0.0,0,35.0,9.0,26.0,14.130434782608695
PI,220554.0,Pi-Lagoinha do Piaui,0.0,0.0,0.0,0,13.0,8.0,5.0,8.928571428571429
PI,220555.0,Pi-Lagoa Alegre,1.0,2.0,-1.0,-1.0204081632653061,24.0,18.0,6.0,6.521739130434782
PI,220556.0,Pi-Lagoa do Barro do Piaui,10.0,148.0,-138.0,-26.037735849056602,171.0,323.0,-152.0,-29.063097514340345
PI,220557.0,Pi-Lagoa de Sao Francisco,0.0,0.0,0.0,0,8.0,3.0,5.0,9.615384615384617
PI,220558.0,Pi-Lagoa do Piaui,0.0,4.0,-4.0,-1.8691588785046727,75.0,53.0,22.0,11.891891891891893
PI,220559.0,Pi-Lagoa do Sitio,0.0,0.0,0.0,0,10.0,2.0,8.0,20.51282051282051
PI,220560.0,Pi-Landri Sales,12.0,12.0,0.0,0,106.0,149.0,-43.0,-29.86111111111111
PI,220570.0,Pi-Luis Correia,44.0,40.0,4.0,0.2559181062060141,709.0,694.0,15.0,0.9615384615384616
PI,220580.0,Pi-Luzilandia,12.0,22.0,-10.0,-1.949317738791423,181.0,152.0,29.0,6.13107822410148
PI,220585.0,Pi-Madeiro,0.0,1.0,-1.0,-1.0101010101010102,10.0,7.0,3.0,3.1578947368421053
PI,220590.0,Pi-Manoel Emidio,3.0,8.0,-5.0,-3.3112582781456954,118.0,63.0,55.0,61.111111111111114
PI,220595.0,Pi-Marcolandia,9.0,11.0,-2.0,-0.5076142131979695,206.0,636.0,-430.0,-51.55875299760192
PI,220600.0,Pi-Marcos Parente,3.0,3.0,0.0,0,59.0,46.0,13.0,14.942528735632186
PI,220605.0,Pi-Massape do Piaui,0.0,11.0,-11.0,-18.333333333333332,14.0,22.0,-8.0,-14.035087719298245
PI,220610.0,Pi-Matias Olimpio,2.0,24.0,-22.0,-13.414634146341465,104.0,58.0,46.0,37.704918032786885
PI,220620.0,Pi-Miguel Alves,3.0,30.0,-27.0,-5.4,289.0,217.0,72.0,18.414322250639387
PI,220630.0,Pi-Miguel Leao,2.0,8.0,-6.0,-3.4482758620689653,52.0,103.0,-51.0,-22.972972972972975
PI,220635.0,Pi-Milton Brandao,1.0,0.0,1.0,5.555555555555555,6.0,6.0,0.0,0
PI,220640.0,Pi-Monsenhor Gil,4.0,5.0,-1.0,-0.25252525252525254,144.0,95.0,49.0,14.121037463976945
PI,220650.0,Pi-Monsenhor Hipolito,0.0,2.0,-2.0,-4.081632653061225,9.0,12.0,-3.0,-6.122448979591836
PI,220660.0,Pi-Monte Alegre do Piaui,14.0,24.0,-10.0,-1.1135857461024499,393.0,321.0,72.0,8.80195599022005
PI,220665.0,Pi-Morro Cabeca no Tempo,1.0,1.0,0.0,0,36.0,26.0,10.0,7.194244604316546
PI,220667.0,Pi-Morro do Chapeu do Piaui,0.0,0.0,0.0,0,8.0,14.0,-6.0,-18.181818181818183
PI,220669.0,Pi-Murici dos Portelas,0.0,1.0,-1.0,-0.9009009009009009,73.0,73.0,0.0,0
PI,220670.0,Pi-Nazare do Piaui,1.0,0.0,1.0,1.1494252873563218,39.0,33.0,6.0,6.666666666666667
PI,220672.0,Pi-Nazaria,15.0,18.0,-3.0,-0.4016064257028112,239.0,208.0,31.0,4.384724186704385
PI,220675.0,Pi-Nossa Senhora de Nazare,3.0,3.0,0.0,0,46.0,22.0,24.0,40
PI,220680.0,Pi-Nossa Senhora dos Remedios,0.0,1.0,-1.0,-1.8867924528301887,12.0,3.0,9.0,20.930232558139537
PI,220690.0,Pi-Novo Oriente do Piaui,0.0,1.0,-1.0,-0.9803921568627451,55.0,13.0,42.0,73.68421052631578
PI,220695.0,Pi-Novo Santo Antonio,0.0,0.0,0.0,0,1.0,5.0,-4.0,-19.047619047619047
PI,220700.0,Pi-Oeiras,56.0,58.0,-2.0,-0.06671114076050699,1310.0,1030.0,280.0,10.378057820607859
PI,220710.0,Pi-Olho D Agua do Piaui,0.0,1.0,-1.0,-3.8461538461538463,4.0,5.0,-1.0,-4
PI,220720.0,Pi-Padre Marcos,3.0,1.0,2.0,1.6129032258064515,24.0,25.0,-1.0,-0.7874015748031495
PI,220730.0,Pi-Paes Landim,1.0,2.0,-1.0,-2.127659574468085,15.0,19.0,-4.0,-8.16326530612245
PI,220735.0,Pi-Pajeu do Piaui,1.0,7.0,-6.0,-2.3622047244094486,775.0,704.0,71.0,110.9375
PI,220740.0,Pi-Palmeira do Piaui,9.0,9.0,0.0,0,157.0,104.0,53.0,33.54430379746836
PI,220750.0,Pi-Palmeirais,2.0,8.0,-6.0,-4.195804195804196,34.0,35.0,-1.0,-0.7246376811594203
PI,220755.0,Pi-Paqueta,0.0,0.0,0.0,0,5.0,6.0,-1.0,-16.666666666666664
PI,220760.0,Pi-Parnagua,4.0,2.0,2.0,0.9389671361502347,66.0,88.0,-22.0,-9.053497942386832
PI,220770.0,Pi-Parnaiba,687.0,474.0,213.0,1.0276451005934288,9383.0,7302.0,2081.0,10.929621848739496
PI,220775.0,Pi-Passagem Franca do Piaui,7.0,0.0,7.0,35,19.0,6.0,13.0,92.85714285714286
PI,220777.0,Pi-Patos do Piaui,4.0,1.0,3.0,4.545454545454546,33.0,26.0,7.0,11.29032258064516
PI,220779.0,Pi-Pau D Arco do Piaui,0.0,0.0,0.0,0,13.0,8.0,5.0,35.714285714285715
PI,220780.0,Pi-Paulistana,15.0,23.0,-8.0,-0.9248554913294799,353.0,244.0,109.0,14.456233421750664
PI,220785.0,Pi-Pavussu,0.0,2.0,-2.0,-4.081632653061225,4.0,10.0,-6.0,-11.320754716981133
PI,220790.0,Pi-Pedro Ii,14.0,20.0,-6.0,-0.543970988213962,363.0,305.0,58.0,5.497630331753554
PI,220793.0,Pi-Pedro Laurentino,5.0,4.0,1.0,6.25,6.0,8.0,-2.0,-10.526315789473683
PI,220795.0,Pi-Nova Santa Rita,0.0,1.0,-1.0,-2.7777777777777777,37.0,13.0,24.0,240
PI,220800.0,Pi-Picos,172.0,238.0,-66.0,-0.5397889915760203,4147.0,3763.0,384.0,3.285702062120305
PI,220810.0,Pi-Pimenteiras,0.0,14.0,-14.0,-11.11111111111111,24.0,31.0,-7.0,-5.833333333333333
PI,220820.0,Pi-Pio Ix,2.0,8.0,-6.0,-2.631578947368421,83.0,66.0,17.0,8.25242718446602
PI,220830.0,Pi-Piracuruca,26.0,53.0,-27.0,-1.7034700315457414,823.0,505.0,318.0,25.938009787928223
PI,220840.0,Pi-Piripiri,166.0,339.0,-173.0,-2.7556546670914304,4508.0,3044.0,1464.0,32.070098576122675
PI,220850.0,Pi-Porto,0.0,24.0,-24.0,-9.266409266409266,68.0,121.0,-53.0,-18.33910034602076
PI,220855.0,Pi-Porto Alegre do Piaui,0.0,2.0,-2.0,-3.7735849056603774,50.0,15.0,35.0,166.66666666666669
PI,220860.0,Pi-Prata do Piaui,2.0,1.0,1.0,1.8867924528301887,14.0,7.0,7.0,14.583333333333334
PI,220865.0,Pi-Queimada Nova,10.0,123.0,-113.0,-20.43399638336347,247.0,460.0,-213.0,-34.52188006482982
PI,220870.0,Pi-Redencao do Gurgueia,1.0,5.0,-4.0,-3.8095238095238098,56.0,40.0,16.0,17.77777777777778
PI,220880.0,Pi-Regeneracao,9.0,10.0,-1.0,-0.11947431302270012,292.0,220.0,72.0,9.290322580645162
PI,220885.0,Pi-Riacho Frio,3.0,0.0,3.0,11.538461538461538,8.0,0.0,8.0,38.095238095238095
PI,220887.0,Pi-Ribeira do Piaui,4.0,1.0,3.0,3.488372093023256,21.0,20.0,1.0,1.1235955056179776
PI,220890.0,Pi-Ribeiro Goncalves,35.0,557.0,-522.0,-27.692307692307693,2376.0,1651.0,725.0,142.71653543307085
PI,220900.0,Pi-Rio Grande do Piaui,0.0,0.0,0.0,0,17.0,8.0,9.0,13.23529411764706
PI,220910.0,Pi-Santa Cruz do Piaui,1.0,11.0,-10.0,-10.1010101010101,47.0,41.0,6.0,7.894736842105263
PI,220915.0,Pi-Santa Cruz dos Milagres,1.0,0.0,1.0,2.1739130434782608,4.0,7.0,-3.0,-6.122448979591836
PI,220920.0,Pi-Santa Filomena,32.0,87.0,-55.0,-6.98856416772554,819.0,791.0,28.0,4.087591240875913
PI,220930.0,Pi-Santa Luz,5.0,7.0,-2.0,-0.5797101449275363,73.0,86.0,-13.0,-3.6827195467422094
PI,220935.0,Pi-Santana do Piaui,0.0,0.0,0.0,0,2.0,6.0,-4.0,-20
PI,220937.0,Pi-Santa Rosa do Piaui,0.0,0.0,0.0,0,61.0,174.0,-113.0,-49.77973568281938
PI,220940.0,Pi-Santo Antonio de Lisboa,2.0,27.0,-25.0,-17.857142857142858,71.0,71.0,0.0,0
PI,220945.0,Pi-Santo Antonio dos Milagres,0.0,0.0,0.0,0,0.0,1.0,-1.0,-50
PI,220950.0,Pi-Santo Inacio do Piaui,0.0,0.0,0.0,0,9.0,11.0,-2.0,-3.125
PI,220955.0,Pi-Sao Braz do Piaui,2.0,0.0,2.0,6.25,26.0,5.0,21.0,140
PI,220960.0,Pi-Sao Felix do Piaui,1.0,1.0,0.0,0,13.0,6.0,7.0,30.434782608695656
PI,220965.0,Pi-Sao Francisco Assis do Piaui,2.0,5.0,-3.0,-3.6585365853658534,38.0,30.0,8.0,11.428571428571429
PI,220970.0,Pi-Sao Francisco do Piaui,2.0,0.0,2.0,3.9215686274509802,15.0,7.0,8.0,17.02127659574468
PI,220975.0,Pi-Sao Goncalo do Gurgeia,0.0,0.0,0.0,0,28.0,35.0,-7.0,-1.4767932489451476
PI,220980.0,Pi-Sao Goncalo do Piaui,1.0,0.0,1.0,0.7407407407407408,46.0,33.0,13.0,10.743801652892563
PI,220985.0,Pi-Sao Joao da Canabrava,0.0,0.0,0.0,0,7.0,3.0,4.0,16.666666666666664
PI,220987.0,Pi-Sao Joao da Fronteira,0.0,0.0,0.0,0,26.0,12.0,14.0,43.75
PI,220990.0,Pi-Sao Joao da Serra,1.0,3.0,-2.0,-4.166666666666666,20.0,19.0,1.0,2.2222222222222223
PI,220995.0,Pi-Sao Joao da Varjota,1.0,0.0,1.0,2.7777777777777777,8.0,4.0,4.0,12.5
PI,220997.0,Pi-Sao Joao do Arraial,1.0,0.0,1.0,1.9607843137254901,14.0,12.0,2.0,4.081632653061225
PI,221000.0,Pi-Sao Joao do Piaui,35.0,58.0,-23.0,-1.7788089713843775,514.0,398.0,116.0,9.991386735572782
PI,221005.0,Pi-Sao Jose do Divino,0.0,0.0,0.0,0,21.0,19.0,2.0,5.128205128205128
PI,221010.0,Pi-Sao Jose do Peixe,1.0,0.0,1.0,2.857142857142857,27.0,51.0,-24.0,-40
PI,221020.0,Pi-Sao Jose do Piaui,0.0,2.0,-2.0,-2.5316455696202533,23.0,11.0,12.0,18.181818181818183
PI,221030.0,Pi-Sao Juliao,1.0,0.0,1.0,1.2658227848101267,5.0,9.0,-4.0,-4.761904761904762
PI,221035.0,Pi-Sao Lourenco do Piaui,1.0,0.0,1.0,3.125,4.0,6.0,-2.0,-6.0606060606060606
PI,221037.0,Pi-Sao Luis do Piaui,0.0,0.0,0.0,0,22.0,10.0,12.0,200
PI,221038.0,Pi-Sao Miguel da Baixa Grande,0.0,1.0,-1.0,-6.25,5.0,7.0,-2.0,-11.76470588235294
PI,221039.0,Pi-Sao Miguel do Fidalgo,2.0,1.0,1.0,9.090909090909092,4.0,3.0,1.0,9.090909090909092
PI,221040.0,Pi-Sao Miguel do Tapuio,3.0,6.0,-3.0,-1.5873015873015872,104.0,80.0,24.0,14.457831325301203
PI,221050.0,Pi-Sao Pedro do Piaui,11.0,9.0,2.0,0.8403361344537815,157.0,143.0,14.0,5.761316872427984
PI,221060.0,Pi-Sao Raimundo Nonato,64.0,90.0,-26.0,-0.9126009126009126,1255.0,941.0,314.0,12.40126382306477
PI,221062.0,Pi-Sebastiao Barros,0.0,0.0,0.0,0,20.0,6.0,14.0,29.166666666666668
PI,221063.0,Pi-Sebastiao Leal,25.0,201.0,-176.0,-16.161616161616163,1256.0,965.0,291.0,43.047337278106504
PI,221065.0,Pi-Sigefredo Pacheco,0.0,1.0,-1.0,-2.127659574468085,14.0,9.0,5.0,12.5
PI,221070.0,Pi-Simoes,15.0,7.0,8.0,2.030456852791878,219.0,112.0,107.0,33.860759493670884
PI,221080.0,Pi-Simplicio Mendes,8.0,10.0,-2.0,-0.33222591362126247,222.0,316.0,-94.0,-13.564213564213565
PI,221090.0,Pi-Socorro do Piaui,0.0,2.0,-2.0,-2.631578947368421,87.0,77.0,10.0,15.384615384615385
PI,221093.0,Pi-Sussuapara,0.0,4.0,-4.0,-2.73972602739726,41.0,57.0,-16.0,-10.526315789473683
PI,221095.0,Pi-Tamboril do Piaui,1.0,4.0,-3.0,-8.571428571428571,9.0,8.0,1.0,3.125
PI,221097.0,Pi-Tanque do Piaui,1.0,0.0,1.0,4.3478260869565215,10.0,2.0,8.0,47.05882352941176
PI,221100.0,Pi-Teresina,5138.0,5821.0,-683.0,-0.33232128607851147,83676.0,73531.0,10145.0,5.194599050686383
PI,221110.0,Pi-Uniao,29.0,845.0,-816.0,-13.6158851993993,3133.0,2794.0,339.0,9.290216497670595
PI,221120.0,Pi-Urucui,117.0,266.0,-149.0,-3.4339709610509335,2692.0,2412.0,280.0,6.9617105917454
PI,221130.0,Pi-Valenca do Piaui,28.0,23.0,5.0,0.30156815440289503,492.0,384.0,108.0,6.896551724137931
PI,221135.0,Pi-Varzea Branca,1.0,0.0,1.0,5.88235294117647,6.0,9.0,-3.0,-15
PI,221140.0,Pi-Varzea Grande,2.0,1.0,1.0,1.4925373134328357,5.0,7.0,-2.0,-2.8169014084507045
PI,221150.0,Pi-Vera Mendes,0.0,0.0,0.0,0,2.0,4.0,-2.0,-10.526315789473683
PI,221160.0,Pi-Vila Nova do Piaui,1.0,0.0,1.0,4,7.0,5.0,2.0,8.695652173913043
PI,221170.0,Pi-Wall Ferraz,0.0,0.0,0.0,0,13.0,20.0,-7.0,-23.333333333333332
CE,230010.0,Ce-Abaiara,4.0,327.0,-323.0,-26.849542809642564,2017.0,1674.0,343.0,93.20652173913044
CE,230015.0,Ce-Acarape,39.0,4.0,35.0,3.767491926803014,369.0,387.0,-18.0,-1.8537590113285274
CE,230020.0,Ce-Acarau,53.0,81.0,-28.0,-0.9472259810554804,1064.0,979.0,85.0,3.001412429378531
CE,230030.0,Ce-Acopiara,35.0,28.0,7.0,0.37756202804746497,472.0,357.0,115.0,6.493506493506493
CE,230040.0,Ce-Aiuaba,2.0,0.0,2.0,0.3076923076923077,22.0,13.0,9.0,1.40405616224649
CE,230050.0,Ce-Alcantaras,6.0,10.0,-4.0,-3.389830508474576,52.0,34.0,18.0,19.148936170212767
CE,230060.0,Ce-Altaneira,2.0,3.0,-1.0,-0.4405286343612335,25.0,17.0,8.0,3.65296803652968
CE,230070.0,Ce-Alto Santo,2.0,24.0,-22.0,-3.826086956521739,187.0,168.0,19.0,3.544776119402985
CE,230075.0,Ce-Amontada,57.0,36.0,21.0,1.423728813559322,820.0,669.0,151.0,10.847701149425287
CE,230080.0,Ce-Antonina do Norte,0.0,3.0,-3.0,-1.7142857142857144,62.0,24.0,38.0,22.75449101796407
CE,230090.0,Ce-Apuiares,0.0,5.0,-5.0,-1.2468827930174564,69.0,307.0,-238.0,-57.21153846153846
CE,230100.0,Ce-Aquiraz,850.0,712.0,138.0,0.7392329119348618,8815.0,7883.0,932.0,5.226852111491223
CE,230110.0,Ce-Aracati,223.0,456.0,-233.0,-2.2627949888316983,3939.0,3413.0,526.0,5.587422987040578
CE,230120.0,Ce-Aracoiaba,27.0,19.0,8.0,0.8213552361396305,468.0,563.0,-95.0,-8.878504672897195
CE,230125.0,Ce-Ararenda,14.0,4.0,10.0,5.154639175257731,89.0,41.0,48.0,23.414634146341466
CE,230130.0,Ce-Araripe,3.0,3.0,0.0,0,76.0,64.0,12.0,6.486486486486487
CE,230140.0,Ce-Aratuba,15.0,8.0,7.0,2.9914529914529915,102.0,66.0,36.0,17.22488038277512
CE,230150.0,Ce-Arneiroz,2.0,1.0,1.0,2.5,10.0,27.0,-17.0,-28.8135593220339
CE,230160.0,Ce-Assare,8.0,8.0,0.0,0,154.0,197.0,-43.0,-10.997442455242968
CE,230170.0,Ce-Aurora,16.0,6.0,10.0,2.6881720430107525,102.0,84.0,18.0,4.891304347826087
CE,230180.0,Ce-Baixio,0.0,0.0,0.0,0,60.0,57.0,3.0,3.0927835051546393
CE,230185.0,Ce-Banabuiu,11.0,11.0,0.0,0,161.0,140.0,21.0,4.906542056074766
CE,230190.0,Ce-Barbalha,217.0,212.0,5.0,0.04043017708417563,3451.0,2634.0,817.0,7.008664321866689
CE,230195.0,Ce-Barreira,15.0,6.0,9.0,1.6728624535315983,245.0,175.0,70.0,14.583333333333334
CE,230200.0,Ce-Barro,17.0,9.0,8.0,1.5655577299412915,174.0,129.0,45.0,9.394572025052192
CE,230205.0,Ce-Barroquinha,3.0,4.0,-1.0,-0.3472222222222222,97.0,82.0,15.0,5.535055350553505
CE,230210.0,Ce-Baturite,28.0,72.0,-44.0,-1.7585931254996003,706.0,728.0,-22.0,-0.8878127522195319
CE,230220.0,Ce-Beberibe,173.0,282.0,-109.0,-2.163556967050417,2129.0,1645.0,484.0,10.644380910490433
CE,230230.0,Ce-Bela Cruz,8.0,18.0,-10.0,-1.3280212483399734,205.0,219.0,-14.0,-1.8469656992084433
CE,230240.0,Ce-Boa Viagem,14.0,32.0,-18.0,-0.8754863813229572,527.0,490.0,37.0,1.8463073852295409
CE,230250.0,Ce-Brejo Santo,122.0,172.0,-50.0,-0.6608511763150938,3767.0,3731.0,36.0,0.4817987152034261
CE,230260.0,Ce-Camocim,83.0,59.0,24.0,0.6650041562759768,1330.0,1623.0,-293.0,-7.384072580645161
CE,230270.0,Ce-Campos Sales,20.0,27.0,-7.0,-0.5551149881046789,343.0,211.0,132.0,11.408815903197926
CE,230280.0,Ce-Caninde,136.0,106.0,30.0,0.544959128065395,2321.0,2270.0,51.0,0.9197475202885483
CE,230290.0,Ce-Capistrano,15.0,5.0,10.0,3.7037037037037033,106.0,50.0,56.0,24.778761061946902
CE,230300.0,Ce-Caridade,3.0,5.0,-2.0,-0.44742729306487694,107.0,110.0,-3.0,-0.6772009029345373
CE,230310.0,Ce-Carire,3.0,13.0,-10.0,-2.4752475247524752,132.0,144.0,-12.0,-2.912621359223301
CE,230320.0,Ce-Caririacu,6.0,10.0,-4.0,-1.550387596899225,111.0,116.0,-5.0,-1.9607843137254901
CE,230330.0,Ce-Carius,8.0,1.0,7.0,1.9021739130434785,80.0,87.0,-7.0,-1.8421052631578945
CE,230340.0,Ce-Carnaubal,2.0,4.0,-2.0,-0.24691358024691357,108.0,71.0,37.0,4.805194805194805
CE,230350.0,Ce-Cascavel,217.0,209.0,8.0,0.11976047904191617,2554.0,2188.0,366.0,5.782904092273661
CE,230360.0,Ce-Catarina,1.0,0.0,1.0,1.1363636363636365,33.0,17.0,16.0,22.535211267605636
CE,230365.0,Ce-Catunda,2.0,1.0,1.0,1.5151515151515151,32.0,23.0,9.0,14.754098360655737
CE,230370.0,Ce-Caucaia,1154.0,1051.0,103.0,0.26508132592135064,18351.0,16342.0,2009.0,5.393578178694158
CE,230380.0,Ce-Cedro,12.0,20.0,-8.0,-1.436265709156194,240.0,212.0,28.0,5.223880597014925
CE,230390.0,Ce-Chaval,0.0,1.0,-1.0,-0.1272264631043257,22.0,33.0,-11.0,-1.385390428211587
CE,230393.0,Ce-Choro,7.0,2.0,5.0,10.416666666666668,28.0,35.0,-7.0,-12.280701754385964
CE,230395.0,Ce-Chorozinho,15.0,22.0,-7.0,-0.7963594994311717,449.0,448.0,1.0,0.11001100110011
CE,230400.0,Ce-Coreau,9.0,12.0,-3.0,-0.7444168734491315,98.0,86.0,12.0,3.116883116883117
CE,230410.0,Ce-Crateus,105.0,135.0,-30.0,-0.5208333333333333,1964.0,1950.0,14.0,0.24441340782122906
CE,230420.0,Ce-Crato,305.0,340.0,-35.0,-0.24422580420068382,5568.0,4767.0,801.0,5.9075153034884575
CE,230423.0,Ce-Croata,2.0,3.0,-1.0,-0.46728971962616817,52.0,44.0,8.0,3.9408866995073892
CE,230425.0,Ce-Cruz,112.0,81.0,31.0,1.3857845328565042,1558.0,979.0,579.0,31.865712713263623
CE,230426.0,Ce-Deputado Irapuan Pinheiro,0.0,1.0,-1.0,-0.5319148936170213,31.0,31.0,0.0,0
CE,230427.0,Ce-Erere,0.0,3.0,-3.0,-6.122448979591836,19.0,23.0,-4.0,-7.8431372549019605
CE,230428.0,Ce-Eusebio,1259.0,1181.0,78.0,0.18926067017688594,20447.0,18311.0,2136.0,5.393394606605393
CE,230430.0,Ce-Farias Brito,6.0,9.0,-3.0,-0.7594936708860759,129.0,150.0,-21.0,-5.072463768115942
CE,230435.0,Ce-Forquilha,25.0,97.0,-72.0,-5.815831987075929,468.0,520.0,-52.0,-4.276315789473684
CE,230440.0,Ce-Fortaleza,20668.0,22233.0,-1565.0,-0.2268408533854367,317290.0,289069.0,28221.0,4.263081092349385
CE,230445.0,Ce-Fortim,75.0,32.0,43.0,2.911306702775897,944.0,649.0,295.0,22.903726708074533
CE,230450.0,Ce-Frecheirinha,37.0,66.0,-29.0,-0.9602649006622517,1038.0,795.0,243.0,8.75045012603529
CE,230460.0,Ce-General Sampaio,1.0,2.0,-1.0,-1.2345679012345678,35.0,18.0,17.0,25.757575757575758
CE,230465.0,Ce-Graca,0.0,0.0,0.0,0,13.0,13.0,0.0,0
CE,230470.0,Ce-Granja,16.0,285.0,-269.0,-23.700440528634363,710.0,651.0,59.0,7.554417413572343
CE,230480.0,Ce-Granjeiro,0.0,1.0,-1.0,-5.555555555555555,5.0,8.0,-3.0,-15
CE,230490.0,Ce-Groairas,7.0,12.0,-5.0,-1.3404825737265416,112.0,93.0,19.0,5.444126074498568
CE,230495.0,Ce-Guaiuba,24.0,12.0,12.0,0.911854103343465,431.0,385.0,46.0,3.5631293570875293
CE,230500.0,Ce-Guaraciaba do Norte,22.0,45.0,-23.0,-1.563562202583277,405.0,315.0,90.0,6.632277081798084
CE,230510.0,Ce-Guaramiranga,9.0,6.0,3.0,0.4285714285714286,220.0,156.0,64.0,9.98439937597504
CE,230520.0,Ce-Hidrolandia,4.0,8.0,-4.0,-0.7168458781362007,203.0,104.0,99.0,21.80616740088106
CE,230523.0,Ce-Horizonte,272.0,413.0,-141.0,-0.7015274391760784,6651.0,6059.0,592.0,3.0427631578947367
CE,230526.0,Ce-Ibaretama,9.0,8.0,1.0,0.47393364928909953,100.0,78.0,22.0,11.518324607329843
CE,230530.0,Ce-Ibiapina,9.0,7.0,2.0,0.3824091778202677,149.0,99.0,50.0,9.9601593625498
CE,230533.0,Ce-Ibicuitinga,0.0,1.0,-1.0,-1.5625,27.0,41.0,-14.0,-17.94871794871795
CE,230535.0,Ce-Icapui,91.0,135.0,-44.0,-1.783542764491285,1739.0,1975.0,-236.0,-8.862185505069471
CE,230540.0,Ce-Ico,45.0,103.0,-58.0,-2.1936459909228443,1255.0,1123.0,132.0,5.454545454545454
CE,230550.0,Ce-Iguatu,361.0,230.0,131.0,1.0761521399819274,4610.0,4059.0,551.0,4.6805980292218825
CE,230560.0,Ce-Independencia,13.0,6.0,7.0,1.8469656992084433,179.0,146.0,33.0,9.217877094972067
CE,230565.0,Ce-Ipaporanga,2.0,7.0,-5.0,-3.6764705882352944,50.0,30.0,20.0,17.543859649122805
CE,230570.0,Ce-Ipaumirim,4.0,3.0,1.0,0.25510204081632654,67.0,56.0,11.0,2.857142857142857
CE,230580.0,Ce-Ipu,25.0,32.0,-7.0,-0.35070140280561124,562.0,530.0,32.0,1.6235413495687467
CE,230590.0,Ce-Ipueiras,17.0,15.0,2.0,0.36363636363636365,163.0,151.0,12.0,2.2429906542056073
CE,230600.0,Ce-Iracema,3.0,8.0,-5.0,-2.232142857142857,95.0,70.0,25.0,12.376237623762377
CE,230610.0,Ce-Iraucuba,12.0,157.0,-145.0,-16.95906432748538,177.0,478.0,-301.0,-30.714285714285715
CE,230620.0,Ce-Itaicaba,7.0,3.0,4.0,0.8695652173913043,62.0,41.0,21.0,4.719101123595506
CE,230625.0,Ce-Itaitinga,238.0,236.0,2.0,0.02509410288582183,3990.0,3486.0,504.0,6.70391061452514
CE,230630.0,Ce-Itapage,26.0,88.0,-62.0,-1.1037920598184083,1973.0,1003.0,970.0,21.27659574468085
CE,230640.0,Ce-Itapipoca,138.0,247.0,-109.0,-0.9020938508648515,3495.0,3360.0,135.0,1.1457184078757532
